32.411,0.15968,600,28.276,0.010498,0.0005138,27.982,0,7.8416
664.22,0.74289,600,384.82,0.0083564,0.0004409,381.65,0,8.1875
1101.2,0.62224,600,682.85,0.0085514,0.0002174,677.05,0,8.5284
2643,1.7427,600,975.99,0.0084879,0.000197,967.76,0,8.8698
2194.4,0.76731,600,1249.2,0.0076395,0.0003933,1239.7,0,9.2225
